epoch,loss,lr,val_loss
0,0.0007680265698581934,1e-04,0.0007601550896652043
1,0.000750446692109108,1e-04,0.0007361664320342243
2,0.0007303295424208045,1e-04,0.0007239594706334174
3,0.0007171778124757111,1e-04,0.0007132803439162672
4,0.0007025719387456775,1e-04,0.0006932918913662434
5,0.0006798908580094576,1e-04,0.000667701824568212
6,0.0006473490502685308,1e-04,0.0006257446366362274
7,0.0006098427111282945,1e-04,0.0005927729071117938
8,0.0005751718417741358,1e-04,0.0005721175693906844
9,0.0005425136769190431,1e-04,0.0005606793565675616
10,0.0005129164201207459,1e-04,0.0005374643951654434
11,0.0004893626901321113,1e-04,0.0005284331855364144
12,0.0004656092496588826,1e-04,0.0005113055813126266
13,0.0004470492131076753,1e-04,0.0005032017943449318
14,0.00042086216853931546,1e-04,0.0005100106936879456
15,0.0004010750853922218,1e-04,0.0005000242381356657
16,0.0003783537831623107,1e-04,0.0004947580164298415
17,0.00036095446557737887,1e-04,0.00048782798694446683
18,0.00034204035182483494,1e-04,0.0004796475113835186
19,0.00032505608396604657,1e-04,0.00047685112804174423
20,0.0003077237051911652,1e-04,0.00045751873403787613
21,0.00029879133217036724,1e-04,0.00046382154687307775
22,0.00028177694184705615,1e-04,0.00047662373981438577
23,0.00026428469573147595,1e-04,0.0004812993574887514
24,0.0002443850098643452,1e-04,0.000458011549199
25,0.00021936799748800695,1e-04,0.0004493479209486395
26,0.00020116248924750835,1e-04,0.0004543279646895826
27,0.00017863078392110765,1e-04,0.0004526267293840647
28,0.00016347429482266307,1e-04,0.00042222547926940024
29,0.00014358233602251858,1e-04,0.00043973600259050727
30,0.00013093040615785867,1e-04,0.0004398062883410603
31,0.00012082664034096524,1e-04,0.0004233744111843407
32,0.00011125662422273308,1e-04,0.0004081903607584536
33,0.00010251775529468432,1e-04,0.00042275729356333613
34,9.797444363357499e-05,1e-04,0.00042001079418696463
35,8.504271681886166e-05,1e-04,0.0004239642003085464
36,8.093057840596884e-05,1e-04,0.0004313585232011974
37,7.603085396112874e-05,1e-04,0.0004308426287025213
38,5.7027125876629725e-05,5e-05,0.00039431388722732663
39,5.092970604891889e-05,5e-05,0.00039914436638355255
40,5.008360676583834e-05,5e-05,0.00041987482109107077
41,4.7973644541343674e-05,5e-05,0.00041913724271580577
42,4.5950535422889516e-05,5e-05,0.00041955820051953197
43,4.4476339098764583e-05,5e-05,0.0004204142023809254
44,4.3829182686749846e-05,5e-05,0.00042738058255054057
45,3.828444823739119e-05,2.5e-05,0.00042260746704414487
46,3.862101220875047e-05,2.5e-05,0.0004304909671191126
47,3.815275340457447e-05,2.5e-05,0.00042344009852968156
48,3.6294295568950474e-05,2.5e-05,0.0004452685243450105
