epoch,loss,lr,val_loss
0,0.0008928693132475019,1e-04,0.0007890948909334838
1,0.0007190167671069503,1e-04,0.0006638707127422094
2,0.0006135725416243076,1e-04,0.0006322483532130718
3,0.0005235467688180506,1e-04,0.000563358364161104
4,0.00042984678293578327,1e-04,0.0004537526983767748
5,0.0003157582541462034,1e-04,0.000440552132204175
6,0.0002532463404349983,1e-04,0.00034871845855377614
7,0.00022073656145948917,1e-04,0.0003530946560204029
8,0.00018198588804807514,1e-04,0.00033723778324201703
9,0.00015925784828141332,1e-04,0.0002867355360649526
10,0.000140133110107854,1e-04,0.000322782841976732
11,0.00012337388761807233,1e-04,0.0003122053458355367
12,0.00010798463335959241,1e-04,0.00029261253075674176
13,0.00010135852062376216,1e-04,0.0003053327964153141
14,8.766901737544686e-05,1e-04,0.00031138723716139793
15,6.622249929932877e-05,5e-05,0.00029911421006545424
16,5.9225760196568444e-05,5e-05,0.00026628439081832767
17,5.642893665935844e-05,5e-05,0.0002467761223670095
18,5.1286115194670856e-05,5e-05,0.00026029328000731766
19,4.996974894311279e-05,5e-05,0.0002574178797658533
20,4.694219387602061e-05,5e-05,0.0002442325640004128
21,4.2218962335027754e-05,5e-05,0.00027788252918981016
22,4.102343154954724e-05,5e-05,0.00025426194770261645
23,3.787243986153044e-05,5e-05,0.00028306839521974325
24,3.8592523196712136e-05,5e-05,0.00027186991064809263
25,3.632613515947014e-05,5e-05,0.00027291689184494317
26,2.7853155188495293e-05,2.5e-05,0.00026317668380215764
27,2.6804031222127378e-05,2.5e-05,0.00027973458054475486
28,2.5920404368662275e-05,2.5e-05,0.00027170093380846083
29,2.4727301934035495e-05,2.5e-05,0.0002689776010811329
30,2.418698204564862e-05,2.5e-05,0.000258584157563746
