epoch,loss,lr,val_loss
0,0.0007489946437999606,1e-04,0.0006299711531028152
1,0.0005390588194131851,1e-04,0.00047258101403713226
2,0.0003668607387226075,1e-04,0.0003055088745895773
3,0.0002107805630657822,1e-04,0.00024524045875295997
4,0.00011383019591448829,1e-04,0.0002286570379510522
5,7.112085586413741e-05,1e-04,0.00020620498980861157
6,5.3163879783824086e-05,1e-04,0.00020102458074688911
7,3.87857471650932e-05,1e-04,0.00018478040874470025
8,3.350005499669351e-05,1e-04,0.00017864126130007207
9,3.183515582350083e-05,1e-04,0.00016917497850954533
10,2.381334161327686e-05,1e-04,0.00016482381033711135
11,2.1748712242697366e-05,1e-04,0.0001709552452666685
12,1.859651820268482e-05,1e-04,0.00016894414147827774
13,1.6006473742891103e-05,1e-04,0.0001851919514592737
14,1.4631455997005105e-05,1e-04,0.0001854996953625232
15,1.2466874068195466e-05,1e-04,0.00016473550931550562
16,9.286852218792774e-06,5e-05,0.00017924144049175084
17,8.397885721933562e-06,5e-05,0.00016277629765681922
18,8.09331231721444e-06,5e-05,0.0001764782500686124
19,7.530616130679846e-06,5e-05,0.0001822846388677135
20,7.338428986258805e-06,5e-05,0.0001735094701871276
21,6.870429388072807e-06,5e-05,0.00017270530224777758
22,6.844945801276481e-06,5e-05,0.00017944345017895103
23,6.52749668006436e-06,2.5e-05,0.0001674846571404487
24,5.861722002009628e-06,2.5e-05,0.00017026507703121752
25,5.766790309280623e-06,2.5e-05,0.00017963993013836443
26,5.834902822243748e-06,2.5e-05,0.0001741120358929038
27,5.775624231318943e-06,2.5e-05,0.00017792843573261052
